"dyad";"id";"obsno";"sent";"start";"end";"PA1_time";"PA2_time";"PA3_time";"NA1_time";"NA2_time";"NA3_time";"contact_time";"location_time"
5;9;16;2018-02-05 10:00:12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;17;2018-02-05 11:00:08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;18;2018-02-05 12:00:53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;19;2018-02-05 13:00:12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;20;2018-02-05 14:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;21;2018-02-06 10:00:09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;22;2018-02-06 11:00:17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;23;2018-02-06 12:00:10;2018-02-06 12:00:39;2018-02-06 12:01:11;2018-02-06 12:00:47;2018-02-06 12:00:49;2018-02-06 12:00:57;2018-02-06 12:01:00;2018-02-06 12:01:00;2018-02-06 12:01:03;2018-02-06 12:01:16;2018-02-06 12:01:11
5;9;24;2018-02-06 13:00:01;2018-02-06 13:00:16;2018-02-06 13:01:43;2018-02-06 13:00:30;2018-02-06 13:00:39;2018-02-06 13:00:53;2018-02-06 13:01:02;2018-02-06 13:01:12;2018-02-06 13:01:25;2018-02-06 13:01:46;2018-02-06 13:01:43
5;9;25;2018-02-06 14:00:17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;26;2018-02-07 10:00:14;2018-02-07 10:00:25;2018-02-07 10:02:59;2018-02-07 10:00:46;2018-02-07 10:01:03;2018-02-07 10:01:27;2018-02-07 10:01:49;2018-02-07 10:02:03;2018-02-07 10:02:44;2018-02-07 10:02:54;2018-02-07 10:02:59
5;9;27;2018-02-07 11:00:13;2018-02-07 11:00:28;2018-02-07 11:01:54;2018-02-07 11:00:37;2018-02-07 11:00:59;2018-02-07 11:01:02;2018-02-07 11:01:18;2018-02-07 11:01:33;2018-02-07 11:01:40;2018-02-07 11:01:55;2018-02-07 11:01:54
5;9;28;2018-02-07 12:00:08;2018-02-07 12:00:21;2018-02-07 12:01:39;2018-02-07 12:00:31;2018-02-07 12:00:41;2018-02-07 12:00:53;2018-02-07 12:01:11;2018-02-07 12:01:23;2018-02-07 12:01:27;2018-02-07 12:01:45;2018-02-07 12:01:39
5;9;29;2018-02-07 13:00:39;2018-02-07 13:00:54;2018-02-07 13:01:36;2018-02-07 13:00:51;2018-02-07 13:01:06;2018-02-07 13:01:13;2018-02-07 13:01:25;2018-02-07 13:01:27;2018-02-07 13:01:29;2018-02-07 13:01:39;2018-02-07 13:01:36
5;9;30;2018-02-07 14:00:09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;31;2018-02-08 10:00:00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;32;2018-02-08 10:59:51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;33;2018-02-08 12:00:23;2018-02-08 12:00:27;2018-02-08 12:02:29;2018-02-08 12:00:41;2018-02-08 12:00:59;2018-02-08 12:01:18;2018-02-08 12:01:34;2018-02-08 12:01:45;2018-02-08 12:02:06;2018-02-08 12:02:22;2018-02-08 12:02:29
5;9;34;2018-02-08 12:59:42;2018-02-08 12:59:46;2018-02-08 13:02:47;2018-02-08 13:00:05;2018-02-08 13:00:43;2018-02-08 13:01:08;2018-02-08 13:01:31;2018-02-08 13:01:48;2018-02-08 13:02:24;2018-02-08 13:02:47;2018-02-08 13:02:47
5;9;35;2018-02-08 14:00:18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;36;2018-02-09 10:00:11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;37;2018-02-09 11:00:03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;38;2018-02-09 12:00:16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;39;2018-02-09 12:59:57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;40;2018-02-09 13:59:40;2018-02-09 13:59:53;2018-02-09 14:01:20;2018-02-09 14:00:06;2018-02-09 14:00:17;2018-02-09 14:00:36;2018-02-09 14:00:43;2018-02-09 14:00:54;2018-02-09 14:01:16;2018-02-09 14:01:29;2018-02-09 14:01:20
5;9;41;2018-02-10 10:00:09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;42;2018-02-10 11:00:10;2018-02-10 11:00:23;2018-02-10 11:01:26;2018-02-10 11:00:29;2018-02-10 11:00:42;2018-02-10 11:00:55;2018-02-10 11:00:56;2018-02-10 11:01:15;2018-02-10 11:01:16;2018-02-10 11:01:35;2018-02-10 11:01:26
5;9;43;2018-02-10 12:00:17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;44;2018-02-10 12:59:52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;45;2018-02-10 14:00:38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;46;2018-02-11 10:00:17;2018-02-11 10:00:39;2018-02-11 10:02:00;2018-02-11 10:00:48;2018-02-11 10:01:08;2018-02-11 10:01:09;2018-02-11 10:01:15;2018-02-11 10:01:45;2018-02-11 10:01:55;2018-02-11 10:02:08;2018-02-11 10:02:00
5;9;47;2018-02-11 11:00:21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;48;2018-02-11 11:59:51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;49;2018-02-11 13:00:18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;50;2018-02-11 14:00:09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;51;2018-02-12 10:00:18;2018-02-12 10:00:23;2018-02-12 10:01:27;2018-02-12 10:00:27;2018-02-12 10:00:40;2018-02-12 10:00:47;2018-02-12 10:01:02;2018-02-12 10:01:14;2018-02-12 10:01:14;2018-02-12 10:01:22;2018-02-12 10:01:27
5;9;52;2018-02-12 11:00:07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;53;2018-02-12 12:00:07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;54;2018-02-12 12:59:56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;55;2018-02-12 14:00:20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;56;2018-02-13 10:00:19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;57;2018-02-13 10:59:56;2018-02-13 11:00:31;2018-02-13 11:01:51;2018-02-13 11:00:46;2018-02-13 11:00:50;2018-02-13 11:01:02;2018-02-13 11:01:17;2018-02-13 11:01:26;2018-02-13 11:01:39;2018-02-13 11:01:57;2018-02-13 11:01:51
5;9;58;2018-02-13 12:00:08;2018-02-13 12:00:14;2018-02-13 12:00:29;2018-02-13 12:00:15;2018-02-13 12:00:15;2018-02-13 12:00:24;2018-02-13 12:00:25;2018-02-13 12:00:26;2018-02-13 12:00:27;2018-02-13 12:00:27;2018-02-13 12:00:29
5;9;59;2018-02-13 13:00:27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;60;2018-02-13 14:00:15;2018-02-13 14:00:31;2018-02-13 14:01:33;2018-02-13 14:00:33;2018-02-13 14:00:47;2018-02-13 14:00:55;2018-02-13 14:01:08;2018-02-13 14:01:09;2018-02-13 14:01:27;2018-02-13 14:01:29;2018-02-13 14:01:33
5;9;61;2018-02-14 09:59:59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;62;2018-02-14 11:00:02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;63;2018-02-14 12:00:28;2018-02-14 12:01:20;2018-02-14 12:02:55;2018-02-14 12:01:27;2018-02-14 12:01:54;2018-02-14 12:01:54;2018-02-14 12:02:15;2018-02-14 12:02:15;2018-02-14 12:02:40;2018-02-14 12:02:49;2018-02-14 12:02:55
5;9;64;2018-02-14 13:00:16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;65;2018-02-14 14:00:25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;66;2018-02-15 09:59:57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;67;2018-02-15 11:00:16;2018-02-15 11:00:36;2018-02-15 11:03:13;2018-02-15 11:01:00;2018-02-15 11:01:17;2018-02-15 11:01:33;2018-02-15 11:02:07;2018-02-15 11:02:32;2018-02-15 11:02:55;2018-02-15 11:03:17;2018-02-15 11:03:13
5;9;68;2018-02-15 12:00:16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;69;2018-02-15 12:59:55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;9;70;2018-02-15 13:59:56;2018-02-15 14:00:28;2018-02-15 14:01:57;2018-02-15 14:00:37;2018-02-15 14:00:54;2018-02-15 14:00:59;2018-02-15 14:01:17;2018-02-15 14:01:33;2018-02-15 14:01:44;2018-02-15 14:02:05;2018-02-15 14:01:57
5;10;1;2018-02-02 09:59:51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;2;2018-02-02 11:00:15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;3;2018-02-02 12:00:16;2018-02-02 12:00:23;2018-02-02 12:02:24;2018-02-02 12:00:38;2018-02-02 12:00:53;2018-02-02 12:01:14;2018-02-02 12:01:30;2018-02-02 12:01:59;2018-02-02 12:02:01;2018-02-02 12:02:17;2018-02-02 12:02:24
5;10;4;2018-02-02 13:00:01;2018-02-02 13:00:08;2018-02-02 13:03:04;2018-02-02 13:00:33;2018-02-02 13:01:00;2018-02-02 13:01:23;2018-02-02 13:01:49;2018-02-02 13:02:11;2018-02-02 13:02:40;2018-02-02 13:03:01;2018-02-02 13:03:04
5;10;5;2018-02-02 13:59:52;2018-02-02 14:00:06;2018-02-02 14:02:10;2018-02-02 14:00:18;2018-02-02 14:00:35;2018-02-02 14:00:58;2018-02-02 14:01:13;2018-02-02 14:01:38;2018-02-02 14:02:01;2018-02-02 14:02:02;2018-02-02 14:02:10
5;10;6;2018-02-03 10:00:28;2018-02-03 10:00:58;2018-02-03 10:03:31;2018-02-03 10:01:13;2018-02-03 10:01:46;2018-02-03 10:02:02;2018-02-03 10:02:25;2018-02-03 10:02:45;2018-02-03 10:03:02;2018-02-03 10:03:33;2018-02-03 10:03:31
5;10;7;2018-02-03 11:00:19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;8;2018-02-03 12:00:08;2018-02-03 12:00:27;2018-02-03 12:01:26;2018-02-03 12:00:41;2018-02-03 12:00:48;2018-02-03 12:00:58;2018-02-03 12:01:01;2018-02-03 12:01:10;2018-02-03 12:01:14;2018-02-03 12:01:24;2018-02-03 12:01:26
5;10;9;2018-02-03 13:00:23;2018-02-03 13:00:56;2018-02-03 13:02:27;2018-02-03 13:01:12;2018-02-03 13:01:21;2018-02-03 13:01:30;2018-02-03 13:01:54;2018-02-03 13:01:55;2018-02-03 13:02:14;2018-02-03 13:02:32;2018-02-03 13:02:27
5;10;10;2018-02-03 14:00:12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;11;2018-02-04 10:00:02;2018-02-04 10:00:12;2018-02-04 10:02:04;2018-02-04 10:00:30;2018-02-04 10:00:45;2018-02-04 10:00:57;2018-02-04 10:01:16;2018-02-04 10:01:32;2018-02-04 10:01:53;2018-02-04 10:02:07;2018-02-04 10:02:04
5;10;12;2018-02-04 11:00:15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;13;2018-02-04 11:59:45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;14;2018-02-04 13:00:20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;15;2018-02-04 14:00:28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;16;2018-02-05 10:00:13;2018-02-05 10:00:25;2018-02-05 10:02:33;2018-02-05 10:00:41;2018-02-05 10:00:55;2018-02-05 10:01:24;2018-02-05 10:01:40;2018-02-05 10:01:57;2018-02-05 10:02:06;2018-02-05 10:02:23;2018-02-05 10:02:33
5;10;17;2018-02-05 11:00:20;2018-02-05 11:01:09;2018-02-05 11:03:01;2018-02-05 11:01:28;2018-02-05 11:01:34;2018-02-05 11:02:01;2018-02-05 11:02:13;2018-02-05 11:02:39;2018-02-05 11:02:42;2018-02-05 11:02:58;2018-02-05 11:03:01
5;10;18;2018-02-05 11:59:52;2018-02-05 12:00:05;2018-02-05 12:01:18;2018-02-05 12:00:21;2018-02-05 12:00:25;2018-02-05 12:00:37;2018-02-05 12:00:45;2018-02-05 12:01:00;2018-02-05 12:01:04;2018-02-05 12:01:14;2018-02-05 12:01:18
5;10;19;2018-02-05 13:00:03;2018-02-05 13:00:12;2018-02-05 13:00:58;2018-02-05 13:00:18;2018-02-05 13:00:30;2018-02-05 13:00:32;2018-02-05 13:00:41;2018-02-05 13:00:46;2018-02-05 13:00:48;2018-02-05 13:01:03;2018-02-05 13:00:58
5;10;20;2018-02-05 14:00:13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;21;2018-02-06 10:00:05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;22;2018-02-06 11:00:09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;23;2018-02-06 12:00:12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;24;2018-02-06 13:00:11;2018-02-06 13:00:23;2018-02-06 13:02:13;2018-02-06 13:00:36;2018-02-06 13:00:58;2018-02-06 13:01:13;2018-02-06 13:01:27;2018-02-06 13:01:47;2018-02-06 13:01:57;2018-02-06 13:02:11;2018-02-06 13:02:13
5;10;25;2018-02-06 14:00:39;2018-02-06 14:00:56;2018-02-06 14:03:24;2018-02-06 14:01:21;2018-02-06 14:01:38;2018-02-06 14:02:04;2018-02-06 14:02:14;2018-02-06 14:02:47;2018-02-06 14:03:03;2018-02-06 14:03:25;2018-02-06 14:03:24
5;10;26;2018-02-07 10:00:12;2018-02-07 10:00:25;2018-02-07 10:02:21;2018-02-07 10:00:38;2018-02-07 10:00:57;2018-02-07 10:01:06;2018-02-07 10:01:25;2018-02-07 10:01:44;2018-02-07 10:02:02;2018-02-07 10:02:28;2018-02-07 10:02:21
5;10;27;2018-02-07 11:00:08;2018-02-07 11:00:22;2018-02-07 11:01:18;2018-02-07 11:00:28;2018-02-07 11:00:44;2018-02-07 11:00:50;2018-02-07 11:00:50;2018-02-07 11:00:58;2018-02-07 11:01:17;2018-02-07 11:01:17;2018-02-07 11:01:18
5;10;28;2018-02-07 12:00:06;2018-02-07 12:00:12;2018-02-07 12:00:41;2018-02-07 12:00:14;2018-02-07 12:00:16;2018-02-07 12:00:20;2018-02-07 12:00:27;2018-02-07 12:00:28;2018-02-07 12:00:31;2018-02-07 12:00:42;2018-02-07 12:00:41
5;10;29;2018-02-07 13:00:25;2018-02-07 13:00:31;2018-02-07 13:02:23;2018-02-07 13:00:46;2018-02-07 13:01:02;2018-02-07 13:01:09;2018-02-07 13:01:34;2018-02-07 13:01:44;2018-02-07 13:02:03;2018-02-07 13:02:28;2018-02-07 13:02:23
5;10;30;2018-02-07 14:00:08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;31;2018-02-08 10:00:09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;32;2018-02-08 11:00:25;2018-02-08 11:00:35;2018-02-08 11:01:28;2018-02-08 11:00:40;2018-02-08 11:00:40;2018-02-08 11:00:55;2018-02-08 11:01:00;2018-02-08 11:01:07;2018-02-08 11:01:15;2018-02-08 11:01:21;2018-02-08 11:01:28
5;10;33;2018-02-08 12:00:02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;34;2018-02-08 13:00:28;2018-02-08 13:00:42;2018-02-08 13:03:48;2018-02-08 13:01:10;2018-02-08 13:01:37;2018-02-08 13:01:51;2018-02-08 13:02:14;2018-02-08 13:02:50;2018-02-08 13:03:23;2018-02-08 13:03:48;2018-02-08 13:03:48
5;10;35;2018-02-08 14:00:08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;36;2018-02-09 10:00:10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;37;2018-02-09 10:59:57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;38;2018-02-09 11:59:48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;39;2018-02-09 13:00:36;2018-02-09 13:00:53;2018-02-09 13:03:07;2018-02-09 13:01:11;2018-02-09 13:01:25;2018-02-09 13:01:45;2018-02-09 13:02:11;2018-02-09 13:02:31;2018-02-09 13:02:45;2018-02-09 13:03:09;2018-02-09 13:03:07
5;10;40;2018-02-09 13:59:59;2018-02-09 14:00:12;2018-02-09 14:02:15;2018-02-09 14:00:32;2018-02-09 14:00:44;2018-02-09 14:01:16;2018-02-09 14:01:31;2018-02-09 14:01:39;2018-02-09 14:01:56;2018-02-09 14:02:15;2018-02-09 14:02:15
5;10;41;2018-02-10 10:00:11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;42;2018-02-10 11:00:11;2018-02-10 11:00:30;2018-02-10 11:01:35;2018-02-10 11:00:38;2018-02-10 11:00:46;2018-02-10 11:00:52;2018-02-10 11:01:07;2018-02-10 11:01:19;2018-02-10 11:01:21;2018-02-10 11:01:30;2018-02-10 11:01:35
5;10;43;2018-02-10 12:00:17;2018-02-10 12:00:26;2018-02-10 12:01:32;2018-02-10 12:00:33;2018-02-10 12:00:39;2018-02-10 12:00:49;2018-02-10 12:01:04;2018-02-10 12:01:14;2018-02-10 12:01:29;2018-02-10 12:01:30;2018-02-10 12:01:32
5;10;44;2018-02-10 13:00:18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;45;2018-02-10 14:00:15;2018-02-10 14:00:28;2018-02-10 14:02:13;2018-02-10 14:00:45;2018-02-10 14:01:02;2018-02-10 14:01:14;2018-02-10 14:01:28;2018-02-10 14:01:39;2018-02-10 14:01:57;2018-02-10 14:02:11;2018-02-10 14:02:13
5;10;46;2018-02-11 10:00:12;2018-02-11 10:00:22;2018-02-11 10:02:38;2018-02-11 10:00:37;2018-02-11 10:01:03;2018-02-11 10:01:21;2018-02-11 10:01:34;2018-02-11 10:01:48;2018-02-11 10:02:10;2018-02-11 10:02:39;2018-02-11 10:02:38
5;10;47;2018-02-11 10:59:49;2018-02-11 11:00:03;2018-02-11 11:01:19;2018-02-11 11:00:04;2018-02-11 11:00:27;2018-02-11 11:00:33;2018-02-11 11:00:47;2018-02-11 11:00:51;2018-02-11 11:01:05;2018-02-11 11:01:24;2018-02-11 11:01:19
5;10;48;2018-02-11 12:00:18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;49;2018-02-11 13:00:28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;50;2018-02-11 14:00:17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;51;2018-02-12 10:00:47;2018-02-12 10:01:07;2018-02-12 10:03:30;2018-02-12 10:01:38;2018-02-12 10:01:55;2018-02-12 10:02:15;2018-02-12 10:02:38;2018-02-12 10:02:53;2018-02-12 10:03:03;2018-02-12 10:03:29;2018-02-12 10:03:30
5;10;52;2018-02-12 11:00:31;2018-02-12 11:00:41;2018-02-12 11:02:10;2018-02-12 11:00:51;2018-02-12 11:01:00;2018-02-12 11:01:13;2018-02-12 11:01:25;2018-02-12 11:01:41;2018-02-12 11:02:01;2018-02-12 11:02:16;2018-02-12 11:02:10
5;10;53;2018-02-12 11:59:48;2018-02-12 12:00:09;2018-02-12 12:00:41;2018-02-12 12:00:13;2018-02-12 12:00:19;2018-02-12 12:00:22;2018-02-12 12:00:28;2018-02-12 12:00:28;2018-02-12 12:00:35;2018-02-12 12:00:36;2018-02-12 12:00:41
5;10;54;2018-02-12 13:00:11;2018-02-12 13:00:23;2018-02-12 13:01:38;2018-02-12 13:00:24;2018-02-12 13:00:41;2018-02-12 13:00:48;2018-02-12 13:01:04;2018-02-12 13:01:17;2018-02-12 13:01:20;2018-02-12 13:01:33;2018-02-12 13:01:38
5;10;55;2018-02-12 14:00:06;2018-02-12 14:00:45;2018-02-12 14:03:45;2018-02-12 14:01:07;2018-02-12 14:01:31;2018-02-12 14:01:59;2018-02-12 14:02:25;2018-02-12 14:02:56;2018-02-12 14:03:18;2018-02-12 14:03:51;2018-02-12 14:03:45
5;10;56;2018-02-13 09:59:54;2018-02-13 10:00:09;2018-02-13 10:01:28;2018-02-13 10:00:18;2018-02-13 10:00:34;2018-02-13 10:00:42;2018-02-13 10:00:45;2018-02-13 10:01:18;2018-02-13 10:01:19;2018-02-13 10:01:32;2018-02-13 10:01:28
5;10;57;2018-02-13 11:00:14;2018-02-13 11:00:17;2018-02-13 11:01:16;2018-02-13 11:00:29;2018-02-13 11:00:34;2018-02-13 11:00:42;2018-02-13 11:00:52;2018-02-13 11:01:10;2018-02-13 11:01:11;2018-02-13 11:01:12;2018-02-13 11:01:16
5;10;58;2018-02-13 12:00:07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;59;2018-02-13 13:00:19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;60;2018-02-13 14:00:04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;61;2018-02-14 10:00:15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;62;2018-02-14 10:59:44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;63;2018-02-14 12:00:05;2018-02-14 12:00:25;2018-02-14 12:02:24;2018-02-14 12:00:47;2018-02-14 12:00:55;2018-02-14 12:01:20;2018-02-14 12:01:27;2018-02-14 12:01:50;2018-02-14 12:02:10;2018-02-14 12:02:16;2018-02-14 12:02:24
5;10;64;2018-02-14 13:00:09;2018-02-14 13:00:32;2018-02-14 13:01:47;2018-02-14 13:00:42;2018-02-14 13:00:54;2018-02-14 13:00:59;2018-02-14 13:01:16;2018-02-14 13:01:27;2018-02-14 13:01:41;2018-02-14 13:01:44;2018-02-14 13:01:47
5;10;65;2018-02-14 14:00:06;2018-02-14 14:00:25;2018-02-14 14:01:34;2018-02-14 14:00:35;2018-02-14 14:00:48;2018-02-14 14:00:53;2018-02-14 14:00:55;2018-02-14 14:01:16;2018-02-14 14:01:19;2018-02-14 14:01:28;2018-02-14 14:01:34
5;10;66;2018-02-15 09:59:57;2018-02-15 10:00:23;2018-02-15 10:01:34;2018-02-15 10:00:34;2018-02-15 10:00:39;2018-02-15 10:00:57;2018-02-15 10:01:02;2018-02-15 10:01:10;2018-02-15 10:01:19;2018-02-15 10:01:34;2018-02-15 10:01:34
5;10;67;2018-02-15 11:00:05;2018-02-15 11:00:16;2018-02-15 11:01:04;2018-02-15 11:00:29;2018-02-15 11:00:30;2018-02-15 11:00:34;2018-02-15 11:00:34;2018-02-15 11:00:52;2018-02-15 11:01:00;2018-02-15 11:01:01;2018-02-15 11:01:04
5;10;68;2018-02-15 12:00:02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;69;2018-02-15 13:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10;70;2018-02-15 13:59:50;2018-02-15 14:00:07;2018-02-15 14:01:57;2018-02-15 14:00:23;2018-02-15 14:00:42;2018-02-15 14:00:55;2018-02-15 14:01:15;2018-02-15 14:01:27;2018-02-15 14:01:45;2018-02-15 14:02:03;2018-02-15 14:01:57
6;11;1;2019-05-28 10:00:03;2019-05-28 10:00:17;2019-05-28 10:05:14;2019-05-28 10:01:00;2019-05-28 10:01:50;2019-05-28 10:02:19;2019-05-28 10:03:02;2019-05-28 10:03:52;2019-05-28 10:04:30;2019-05-28 10:05:16;2019-05-28 10:05:14
6;11;2;2019-05-28 11:00:17;2019-05-28 11:00:25;2019-05-28 11:04:42;2019-05-28 11:00:54;2019-05-28 11:01:39;2019-05-28 11:02:20;2019-05-28 11:02:44;2019-05-28 11:03:27;2019-05-28 11:04:10;2019-05-28 11:04:35;2019-05-28 11:04:42
6;11;3;2019-05-28 12:00:02;2019-05-28 12:00:19;2019-05-28 12:00:54;2019-05-28 12:00:17;2019-05-28 12:00:24;2019-05-28 12:00:35;2019-05-28 12:00:37;2019-05-28 12:00:44;2019-05-28 12:00:48;2019-05-28 12:00:58;2019-05-28 12:00:54
6;11;4;2019-05-28 13:00:01;2019-05-28 13:00:34;2019-05-28 13:02:58;2019-05-28 13:00:47;2019-05-28 13:01:13;2019-05-28 13:01:37;2019-05-28 13:02:00;2019-05-28 13:02:12;2019-05-28 13:02:38;2019-05-28 13:02:47;2019-05-28 13:02:58
6;11;5;2019-05-28 13:59:58;2019-05-28 14:00:09;2019-05-28 14:02:49;2019-05-28 14:00:38;2019-05-28 14:01:01;2019-05-28 14:01:19;2019-05-28 14:01:45;2019-05-28 14:02:06;2019-05-28 14:02:34;2019-05-28 14:02:49;2019-05-28 14:02:49
6;11;6;2019-05-29 10:00:01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;11;7;2019-05-29 11:00:21;2019-05-29 11:00:49;2019-05-29 11:02:33;2019-05-29 11:01:05;2019-05-29 11:01:24;2019-05-29 11:01:30;2019-05-29 11:01:47;2019-05-29 11:02:04;2019-05-29 11:02:14;2019-05-29 11:02:39;2019-05-29 11:02:33
6;11;8;2019-05-29 12:00:00;2019-05-29 12:00:07;2019-05-29 12:01:28;2019-05-29 12:00:15;2019-05-29 12:00:30;2019-05-29 12:00:34;2019-05-29 12:00:51;2019-05-29 12:01:01;2019-05-29 12:01:11;2019-05-29 12:01:18;2019-05-29 12:01:28
6;11;9;2019-05-29 13:00:15;2019-05-29 13:00:48;2019-05-29 13:02:02;2019-05-29 13:01:04;2019-05-29 13:01:08;2019-05-29 13:01:24;2019-05-29 13:01:26;2019-05-29 13:01:35;2019-05-29 13:01:52;2019-05-29 13:01:56;2019-05-29 13:02:02
6;11;10;2019-05-29 14:00:23;2019-05-29 14:00:42;2019-05-29 14:03:00;2019-05-29 14:01:05;2019-05-29 14:01:15;2019-05-29 14:01:36;2019-05-29 14:01:59;2019-05-29 14:02:23;2019-05-29 14:02:45;2019-05-29 14:03:01;2019-05-29 14:03:00
6;11;11;2019-05-30 10:00:29;2019-05-30 10:00:37;2019-05-30 10:01:19;2019-05-30 10:00:44;2019-05-30 10:00:45;2019-05-30 10:00:56;2019-05-30 10:01:03;2019-05-30 10:01:08;2019-05-30 10:01:10;2019-05-30 10:01:22;2019-05-30 10:01:19
6;11;12;2019-05-30 11:00:19;2019-05-30 11:00:29;2019-05-30 11:02:24;2019-05-30 11:00:49;2019-05-30 11:00:58;2019-05-30 11:01:17;2019-05-30 11:01:34;2019-05-30 11:01:50;2019-05-30 11:02:08;2019-05-30 11:02:17;2019-05-30 11:02:24
6;11;13;2019-05-30 12:00:27;2019-05-30 12:00:39;2019-05-30 12:03:44;2019-05-30 12:01:14;2019-05-30 12:01:31;2019-05-30 12:02:04;2019-05-30 12:02:22;2019-05-30 12:02:44;2019-05-30 12:03:24;2019-05-30 12:03:49;2019-05-30 12:03:44
6;11;14;2019-05-30 12:59:57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;11;15;2019-05-30 14:00:00;2019-05-30 14:00:07;2019-05-30 14:02:59;2019-05-30 14:00:28;2019-05-30 14:00:53;2019-05-30 14:01:17;2019-05-30 14:01:41;2019-05-30 14:02:04;2019-05-30 14:02:33;2019-05-30 14:02:59;2019-05-30 14:02:59
